title,imdb_id,year,rating,vote_count,duration_min,genres,plot,url
Le Mans '66,tt1950186,2019,8.1,568000,,,American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966.,https://www.imdb.com/title/tt1950186/?ref_=sr_t_243
Blade Runner,tt0083658,1982,8.1,880000,,,A blade runner must pursue and terminate four replicants who stole a ship in space and have returned to Earth to find their creator.,https://www.imdb.com/title/tt0083658/?ref_=sr_t_244
The Sound of Music,tt0059742,1965,8.1,291000,,,A young novice is sent by her convent in 1930s Austria to become a governess to the seven children of a widowed naval officer.,https://www.imdb.com/title/tt0059742/?ref_=sr_t_245
The Terminator,tt0088247,1984,8.1,1000000,,,A cyborg assassin from the future attempts to find and kill a young woman who is destined to give birth to a warrior that will lead a resistance to save humankind from extinction.,https://www.imdb.com/title/tt0088247/?ref_=sr_t_246
Memories of Murder,tt0353969,2003,8.1,264000,,,"In a small Korean province in 1986, two detectives struggle with the case of multiple young women being found raped and murdered by an unknown culprit.",https://www.imdb.com/title/tt0353969/?ref_=sr_t_247
Ratatouille,tt0382932,2007,8.1,939000,,,A rat who can cook makes an unusual alliance with a young kitchen worker at a famous Paris restaurant.,https://www.imdb.com/title/tt0382932/?ref_=sr_t_248
Mad Max: Fury Road,tt1392190,2015,8.1,1200000,,,"In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshipper and a drifter named Max.",https://www.imdb.com/title/tt1392190/?ref_=sr_t_249
Jaws,tt0073195,1975,8.1,735000,,,"When a massive killer shark unleashes chaos on a beach community off Long Island, it's up to the local police chief, a marine biologist, and an old seafarer to hunt the beast down.",https://www.imdb.com/title/tt0073195/?ref_=sr_t_250
The Wizard of Oz,tt0032138,1939,8.1,466000,,,"Young Dorothy Gale and her dog Toto are swept away by a tornado from their Kansas farm to the magical Land of Oz and embark on a quest with three new friends to see the Wizard, who can return her to her home and fulfill the others' wishes.",https://www.imdb.com/title/tt0032138/?ref_=sr_t_251
The Help,tt1454029,2011,8.1,527000,,,"An aspiring author during the civil rights movement of the 1960s decides to write a book detailing the African American maids' point of view on the white families for which they work, and the hardships they go through on a daily basis.",https://www.imdb.com/title/tt1454029/?ref_=sr_t_252
V for Vendetta,tt0434409,2005,8.1,1200000,,,A young woman living in a dystopian society meets a shadowy freedom fighter who is plotting to overthrow their tyrannical government.,https://www.imdb.com/title/tt0434409/?ref_=sr_t_253
Spotlight,tt1895587,2015,8.1,534000,,,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",https://www.imdb.com/title/tt1895587/?ref_=sr_t_254
Before Sunrise,tt0112471,1995,8.1,376000,,,"A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together.",https://www.imdb.com/title/tt0112471/?ref_=sr_t_255
How to Train Your Dragon,tt0892769,2010,8.1,890000,,,"A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.",https://www.imdb.com/title/tt0892769/?ref_=sr_t_256
12 Years a Slave,tt2024544,2013,8.1,785000,,,"In the antebellum United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery.",https://www.imdb.com/title/tt2024544/?ref_=sr_t_257
Trainspotting,tt0117951,1996,8.1,768000,,,"Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out despite the allure of drugs and the influence of friends.",https://www.imdb.com/title/tt0117951/?ref_=sr_t_258
Million Dollar Baby,tt0405159,2004,8.1,764000,,,"Frankie, an ill-tempered old coach, reluctantly agrees to train aspiring boxer Maggie. Impressed with her determination and talent, he helps her become the best and the two soon form a close bond.",https://www.imdb.com/title/tt0405159/?ref_=sr_t_259
"Monsters, Inc.",tt0198781,2001,8.1,1100000,,,"In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, two monsters realize things may not be what they think.",https://www.imdb.com/title/tt0198781/?ref_=sr_t_260
Rush,tt1979320,2013,8.1,557000,,,"James Hunt and Niki Lauda, two extremely skilled Formula One racers, have an intense rivalry with each other. However, it is their enmity that pushes them to their limits.",https://www.imdb.com/title/tt1979320/?ref_=sr_t_261
The Exorcist,tt0070047,1973,8.1,497000,,,"When a mysterious entity possesses a young girl, her mother seeks the help of two Catholic priests to save her life.",https://www.imdb.com/title/tt0070047/?ref_=sr_t_262
Inside Out,tt2096673,2015,8.1,911000,,,"After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions, Joy, Fear, Anger, Disgust, and Sadness, conflict on how best to navigate a new city, house, and school.",https://www.imdb.com/title/tt2096673/?ref_=sr_t_263
The Deer Hunter,tt0077416,1978,8.1,386000,,,The lives of a group of friends are forever changed by the Vietnam War.,https://www.imdb.com/title/tt0077416/?ref_=sr_t_264
Rocky,tt0075148,1976,8.1,686000,,,A small-time Philadelphia boxer gets a supremely rare chance to fight the world heavyweight champion in a bout in which he strives to go the distance for his self-respect.,https://www.imdb.com/title/tt0075148/?ref_=sr_t_265
Barry Lyndon,tt0072684,1975,8.1,204000,,,An Irish rogue wins the heart of a rich widow and assumes her dead husband's aristocratic position in 18th-century England.,https://www.imdb.com/title/tt0072684/?ref_=sr_t_266
I'm Still Here,tt14961016,2024,8.1,147000,,,A woman married to a former politician during the military dictatorship in Brazil is forced to reinvent herself and chart a new course for her family after a violent and arbitrary act.,https://www.imdb.com/title/tt14961016/?ref_=sr_t_267
Logan,tt3315342,2017,8.1,923000,,,"In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety.",https://www.imdb.com/title/tt3315342/?ref_=sr_t_268
"Lock, Stock and Two Smoking Barrels",tt0120735,1998,8.1,649000,,,"When four small-time criminals lose a rigged poker game against a London kingpin, he gives them one week to settle their enormous debt.",https://www.imdb.com/title/tt0120735/?ref_=sr_t_269
Gran Torino,tt1205489,2008,8.1,860000,,,"After a Hmong teenager tries to steal his prized 1972 Gran Torino, a disgruntled, prejudiced Korean War veteran seeks to redeem both the boy and himself.",https://www.imdb.com/title/tt1205489/?ref_=sr_t_270
Platoon,tt0091763,1986,8.1,472000,,,"Chris Taylor, a neophyte recruit in Vietnam, finds himself caught in a battle of wills between two sergeants, one good and the other evil. A shrewd examination of the brutality of war and the duality of man in conflict.",https://www.imdb.com/title/tt0091763/?ref_=sr_t_271
Room,tt3170832,2015,8.1,479000,,,"A little boy is held captive in a room with his mother since his birth, so he has never known the world outside.",https://www.imdb.com/title/tt3170832/?ref_=sr_t_272
La haine,tt0113247,1995,8.1,225000,,,24 hours in the lives of three young men in the French suburbs the day after a violent riot.,https://www.imdb.com/title/tt0113247/?ref_=sr_t_273
My Neighbour Totoro,tt0096283,1988,8.1,429000,,,"When two girls move to the country to be near their ailing mother, they have adventures with the wondrous forest spirits who live nearby.",https://www.imdb.com/title/tt0096283/?ref_=sr_t_274
Chinatown,tt0071315,1974,8.1,376000,,,"A private detective hired to expose an adulterer in 1930s Los Angeles finds himself caught up in a web of deceit, corruption, and murder.",https://www.imdb.com/title/tt0071315/?ref_=sr_t_275
"Paris, Texas",tt0087884,1984,8.1,140000,,,"Travis Henderson, an aimless drifter who has been missing for four years, wanders out of the desert and must reconnect with society, himself, his life, and his family.",https://www.imdb.com/title/tt0087884/?ref_=sr_t_276
Network,tt0074958,1976,8.1,186000,,,"A television network cynically exploits a deranged former anchor's ravings and revelations about mass media for its own profit, but finds that his message may be difficult to control.",https://www.imdb.com/title/tt0074958/?ref_=sr_t_277
Raging Bull,tt0081398,1980,8.1,410000,,,"The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it.",https://www.imdb.com/title/tt0081398/?ref_=sr_t_278
Before Sunset,tt0381681,2004,8.1,314000,,,"Nine years after Jesse and Celine first met, they encounter each other again on the French leg of Jesse's book tour.",https://www.imdb.com/title/tt0381681/?ref_=sr_t_279
Wild Tales,tt3011894,2014,8.1,237000,,,Six short stories that explore the extremities of human behavior involving people in distress.,https://www.imdb.com/title/tt3011894/?ref_=sr_t_280
The Iron Giant,tt0129167,1999,8.1,259000,,,A young boy befriends a giant robot from outer space that a paranoid government agent wants to destroy.,https://www.imdb.com/title/tt0129167/?ref_=sr_t_281
The Seventh Seal,tt0050976,1957,8.1,216000,,,"A knight returning to Sweden after the Crusades seeks answers about life, death, and the existence of God as he plays chess against the Grim Reaper during the Black Plague.",https://www.imdb.com/title/tt0050976/?ref_=sr_t_282
In the Name of the Father,tt0107207,1993,8.1,202000,,,"An Irish man's coerced confession to an I.R.A. bombing he did not commit results in the imprisonment of his father as well. Meanwhile, a British lawyer fights to clear their names and free them.",https://www.imdb.com/title/tt0107207/?ref_=sr_t_283
Hachi: A Dog's Tale,tt1028532,2009,8.1,342000,,,"Professor Wilson discovers a lost Akita puppy on his way home. Despite objections from his wife, Hachi endears himself to the family and grows to be Parker's loyal companion. As their bond grows deeper, a beautiful relationship unfolds.",https://www.imdb.com/title/tt1028532/?ref_=sr_t_284
The Third Man,tt0041959,1949,8.1,195000,,,"Pulp novelist Holly Martins travels to shadowy, mystifying post-war Vienna only to find himself investigating the mysterious sudden death of old friend Harry Lime.",https://www.imdb.com/title/tt0041959/?ref_=sr_t_285
The Bridge on the River Kwai,tt0050212,1957,8.1,248000,,,"British POWs are forced to build a railway bridge across the river Kwai for their Japanese captors in occupied Burma, not knowing that the allied forces are planning a daring commando raid through the jungle to destroy it.",https://www.imdb.com/title/tt0050212/?ref_=sr_t_286
Hotel Rwanda,tt0395169,2004,8.1,391000,,,"Paul Rusesabagina, a hotel manager, houses over a thousand Tutsi refugees during their struggle against the Hutu militia in Rwanda, Africa.",https://www.imdb.com/title/tt0395169/?ref_=sr_t_287
On the Waterfront,tt0047296,1954,8.1,177000,,,"An ex-prize fighter turned New Jersey longshoreman struggles to stand up to his corrupt union bosses, including his older brother, as he starts to connect with the grieving sister of one of the syndicate's victims.",https://www.imdb.com/title/tt0047296/?ref_=sr_t_288
Kantara: A Legend - Chapter 1,tt26439764,2025,8.1,56000,,,"While exploring Kantara's mystical forest, Bangra's King Vijayendra dies during the Kadamba reign. Rajashekara seals their realm. Prince Kulashekara massacres to reopen it. Berme, seeking wealth, crosses the divide.",https://www.imdb.com/title/tt26439764/?ref_=sr_t_289
I Want to Eat Your Pancreas,tt7236034,2018,8.1,35000,,,"A high school student discovers one of his classmates, Sakura Yamauchi, is suffering from a terminal illness. This secret brings the two together, as she lives out her final moments.",https://www.imdb.com/title/tt7236034/?ref_=sr_t_290
Mary and Max,tt0978762,2009,8.1,201000,,,"In 1976 Melbourne, a lonely 8-year-old girl strikes up a correspondence with an unlikely pen pal: a severely obese 44-year-old New Yorker with Asperger's syndrome.",https://www.imdb.com/title/tt0978762/?ref_=sr_t_291
Dial M for Murder,tt0046912,1954,8.1,204000,,,"A London playboy plots the perfect murder of his rich, unfaithful wife.",https://www.imdb.com/title/tt0046912/?ref_=sr_t_292
Rebecca,tt0032976,1940,8.1,162000,,,A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.,https://www.imdb.com/title/tt0032976/?ref_=sr_t_293
Rashomon,tt0042876,1950,8.1,196000,,,Three parties and a witness have four versions of a rape/murder in ninth-century Japan.,https://www.imdb.com/title/tt0042876/?ref_=sr_t_294
The Battle of Algiers,tt0058946,1966,8.1,75000,,,"In the 1950s, fear and violence escalate as the people of Algiers fight for independence from the French government.",https://www.imdb.com/title/tt0058946/?ref_=sr_t_295
The Best Years of Our Lives,tt0036868,1946,8.1,77000,,,Three WWII veterans return home forever changed and find it difficult to adjust to their new realities.,https://www.imdb.com/title/tt0036868/?ref_=sr_t_296
Wild Strawberries,tt0050986,1957,8.1,124000,,,"After living a life marked by coldness, an aging professor is forced to confront the emptiness of his existence.",https://www.imdb.com/title/tt0050986/?ref_=sr_t_297
The Wages of Fear,tt0046268,1953,8.1,73000,,,"In a decrepit South American village, four men are hired to transport an urgent nitroglycerine shipment without the equipment that would make it safe.",https://www.imdb.com/title/tt0046268/?ref_=sr_t_298
Yi Yi,tt0244316,2000,8.1,34000,,,"Portrait of a middle-class family in Taipei. A man in his forties, his teenage daughter and his eight-year-old son experience life, navigating between remorse, hope and disappointment.",https://www.imdb.com/title/tt0244316/?ref_=sr_t_299
Tokyo Story,tt0046438,1953,8.1,77000,,,"An old couple visit their children and grandchildren in the city, but receive little attention.",https://www.imdb.com/title/tt0046438/?ref_=sr_t_300
Neon Genesis Evangelion: The End of Evangelion,tt0169858,1997,8.1,76000,,,"As the military and a shadowy cabal assault NERV headquarters, troubled Eva pilot Shinji Ikari is forced back into battle, confronting a secret project that could decide humanity's fate.",https://www.imdb.com/title/tt0169858/?ref_=sr_t_301
The Passion of Joan of Arc,tt0019254,1928,8.1,68000,,,"In 1431, Jeanne d'Arc is placed on trial on charges of heresy, and the ecclesiastical jurists attempt to force her to recant her claims of holy visions.",https://www.imdb.com/title/tt0019254/?ref_=sr_t_302
It Happened One Night,tt0025316,1934,8.1,120000,,,A rogue reporter trailing a runaway heiress for a big story joins her on a bus heading from Florida to New York and they end up stuck with each other when the bus leaves them behind at one of the stops along the way.,https://www.imdb.com/title/tt0025316/?ref_=sr_t_303
Three Colours: Red,tt0111495,1994,8.1,117000,,,A model discovers a retired judge is keen on invading people's privacy.,https://www.imdb.com/title/tt0111495/?ref_=sr_t_304
Mr. Smith Goes to Washington,tt0031679,1939,8.1,129000,,,"A naive youth leader is appointed to fill a vacancy in the U.S. Senate. His idealistic plans promptly collide with corruption at home and subterfuge from his hero in Washington, but he tries to forge ahead despite attacks on his character.",https://www.imdb.com/title/tt0031679/?ref_=sr_t_305
PK,tt2338151,2014,8.1,222000,,,An alien on Earth loses the only device he can use to communicate with his spaceship. His innocent nature and child-like questions force the country to evaluate the impact of religious views on people.,https://www.imdb.com/title/tt2338151/?ref_=sr_t_306
The Red Shoes,tt0040725,1948,8.1,43000,,,A young ballet dancer is torn between the man she loves and her pursuit to become a prima ballerina.,https://www.imdb.com/title/tt0040725/?ref_=sr_t_307
Sherlock Jr.,tt0015324,1924,8.1,65000,,,"A film projectionist longs to be a detective, and puts his meagre skills to work when he is framed by a rival for stealing his girlfriend's father's pocketwatch.",https://www.imdb.com/title/tt0015324/?ref_=sr_t_308
Paper Moon,tt0070510,1973,8.1,57000,,,"During the Great Depression, a con man finds himself saddled with a young girl who may or may not be his daughter, and the two forge an unlikely partnership.",https://www.imdb.com/title/tt0070510/?ref_=sr_t_309
Miracle in Cell No. 7,tt2659414,2013,8.1,26000,,,A story about the love between a mentally-ill father and his lovingly adorable daughter.,https://www.imdb.com/title/tt2659414/?ref_=sr_t_310
The Man Who Shot Liberty Valance,tt0056217,1962,8.1,88000,,,A senator returns to a Western town for the funeral of an old friend and tells the story of his origins.,https://www.imdb.com/title/tt0056217/?ref_=sr_t_311
Cabiria,tt0050783,1957,8.1,57000,,,A waifish prostitute wanders the streets of Rome looking for true love but finds only heartbreak.,https://www.imdb.com/title/tt0050783/?ref_=sr_t_312
The General,tt0017925,1926,8.1,106000,,,"After being rejected by the Confederate military, not realizing it was due to his crucial civilian role, an engineer must single-handedly recapture his beloved locomotive after it is seized by Union spies and return it through enemy lines.",https://www.imdb.com/title/tt0017925/?ref_=sr_t_313
The Grapes of Wrath,tt0032551,1940,8.1,108000,,,"An Oklahoma family, driven off their farm by the poverty and hopelessness of the Dust Bowl, joins the westward migration to California, suffering the misfortunes of the homeless in the Great Depression.",https://www.imdb.com/title/tt0032551/?ref_=sr_t_314
The Gold Rush,tt0015864,1925,8.1,128000,,,"A prospector goes to the Klondike during the 1890s gold rush in hopes of making his fortune, and is smitten with a girl he sees in a dance hall.",https://www.imdb.com/title/tt0015864/?ref_=sr_t_315
All Quiet on the Western Front,tt0020629,1930,8.1,72000,,,"A German youth eagerly enters World War I, but his enthusiasm wanes as he gets a firsthand view of the horror.",https://www.imdb.com/title/tt0020629/?ref_=sr_t_316
Talvar,tt4934950,2015,8.1,43000,,,An experienced investigator confronts several conflicting theories about the perpetrators of a violent double homicide.,https://www.imdb.com/title/tt4934950/?ref_=sr_t_317
Farewell My Concubine,tt0106332,1993,8.1,37000,,,Two boys meet at an opera training school in Peking in 1924. Their resulting friendship will span nearly 70 years and endure some of the most troublesome times in China's history.,https://www.imdb.com/title/tt0106332/?ref_=sr_t_318
Fanny and Alexander,tt0083922,1982,8.1,71000,,,"Two young Swedish children in the 1900s experience the many comedies and tragedies of their lively and affectionate theatrical family, the Ekdahls.",https://www.imdb.com/title/tt0083922/?ref_=sr_t_319
Wolf Children,tt2140203,2012,8.1,55000,,,"After her werewolf lover unexpectedly dies in an accident, a young woman must find ways to raise their werewolf son and daughter while keeping their trait hidden from society.",https://www.imdb.com/title/tt2140203/?ref_=sr_t_320
Les Diaboliques,tt0046911,1955,8.1,73000,,,The wife and mistress of a loathed school principal plan to murder him with what they believe is the perfect alibi.,https://www.imdb.com/title/tt0046911/?ref_=sr_t_321
Fail Safe,tt0058083,1964,8.1,28000,,,A technical malfunction sends American bombers to Moscow to deliver a nuclear attack. Can all-out war be averted?,https://www.imdb.com/title/tt0058083/?ref_=sr_t_322
Kantara,tt15327088,2022,8.1,116000,,,"When greed paves the way for betrayal, scheming and murder, a young tribal reluctantly dons the traditions of his ancestors to seek justice.",https://www.imdb.com/title/tt15327088/?ref_=sr_t_323
Z,tt0065234,1969,8.1,34000,,,The public murder of a prominent politician and doctor amid a violent demonstration is covered up by military and government officials. A tenacious magistrate is determined not to let them get away with it.,https://www.imdb.com/title/tt0065234/?ref_=sr_t_324
Lagaan: Once Upon a Time in India,tt0169102,2001,8.1,129000,,,The people of a small village in Victorian India stake their future on a game of cricket against their ruthless British rulers.,https://www.imdb.com/title/tt0169102/?ref_=sr_t_325
Barfi!,tt2082197,2012,8.1,93000,,,Three young people learn that love can neither be defined nor contained by society's definition of normal and abnormal.,https://www.imdb.com/title/tt2082197/?ref_=sr_t_326
Army of Shadows,tt0064040,1969,8.1,29000,,,An account of underground resistance fighters in Nazi-occupied France.,https://www.imdb.com/title/tt0064040/?ref_=sr_t_327
Bajrangi Bhaijaan,tt3863552,2015,8.1,111000,,,An Indian man with a magnanimous heart takes a young mute Pakistani girl back to her homeland to reunite her with her family.,https://www.imdb.com/title/tt3863552/?ref_=sr_t_328
The Message,tt0074896,1976,8.1,54000,,,"Historical fresco recounting the life and times of the Prophet Mohammed, the last of the Abrahamic religion, in the sense that, according to Islam, he completed and sealed the monotheistic revelation made to Abraham.",https://www.imdb.com/title/tt0074896/?ref_=sr_t_329
Autumn Sonata,tt0077711,1978,8.1,42000,,,"A devoted wife is visited by her mother, a successful concert pianist who had little time for her when she was young.",https://www.imdb.com/title/tt0077711/?ref_=sr_t_330
Inherit the Wind,tt0053946,1960,8.1,35000,,,"Based on a real-life case in 1925; two great lawyers argue the case for, and against, a Tennessee science teacher accused of the crime of teaching Darwin's theory of evolution.",https://www.imdb.com/title/tt0053946/?ref_=sr_t_331
White Heat,tt0042041,1949,8.1,38000,,,A psychopathic criminal with a mother complex makes a daring break from prison and leads his old gang in a chemical plant payroll heist.,https://www.imdb.com/title/tt0042041/?ref_=sr_t_332
Sunrise: A Song of Two Humans,tt0018455,1927,8.1,57000,,,"A married farmer falls under the spell of a sophisticated woman from the city, who tries to convince him to drown his wife.",https://www.imdb.com/title/tt0018455/?ref_=sr_t_333
A Man Escaped,tt0049902,1956,8.1,31000,,,A captured French Resistance fighter during World War II engineers a daunting escape from a German prison in France.,https://www.imdb.com/title/tt0049902/?ref_=sr_t_334
Sholay,tt0073707,1975,8.1,63000,,,"After his family is murdered by a notorious and ruthless bandit, a former police officer enlists the services of two outlaws to capture the bandit.",https://www.imdb.com/title/tt0073707/?ref_=sr_t_335
A Moment to Remember,tt0428870,2004,8.1,27000,,,A young couple's enduring love is tested when 27-year-old Su-jin is diagnosed with a rare form of Alzheimer's disease.,https://www.imdb.com/title/tt0428870/?ref_=sr_t_336
A Wednesday,tt1280558,2008,8.1,86000,,,A retiring police officer reminisces about the most astounding day of his career and a case that was never filed but continues to haunt his memories: the case of a man and a Wednesday.,https://www.imdb.com/title/tt1280558/?ref_=sr_t_337
Time of the Gypsies,tt0097223,1988,8.1,34000,,,"In this luminous tale set in the area around Sarajevo and in Italy, Perhan, an engaging young Romany (gypsy) with telekinetic powers, is seduced by the quick-cash world of petty crime, which threatens to destroy him and those he loves.",https://www.imdb.com/title/tt0097223/?ref_=sr_t_338
Rififi,tt0048021,1955,8.1,39000,,,"Four men plan a technically perfect crime, but the human element intervenes...",https://www.imdb.com/title/tt0048021/?ref_=sr_t_339
Umberto D.,tt0045274,1952,8.1,31000,,,An elderly man and his dog struggle to survive on his government pension in Rome.,https://www.imdb.com/title/tt0045274/?ref_=sr_t_340
The Bandit,tt0116231,1996,8.1,75000,,,"Baran the Bandit, released from prison after 35 years, searches for vengeance and his lover.",https://www.imdb.com/title/tt0116231/?ref_=sr_t_341
Kahaani,tt1821480,2012,8.1,70000,,,"A pregnant woman's search for her missing husband takes her from London to Kolkata, but everyone she questions denies having ever met him.",https://www.imdb.com/title/tt1821480/?ref_=sr_t_342
To Be or Not to Be,tt0035446,1942,8.1,50000,,,"During the German occupation of Poland, an acting troupe becomes embroiled in a Polish soldier's efforts to track down a German spy.",https://www.imdb.com/title/tt0035446/?ref_=sr_t_343
Raise the Red Lantern,tt0101640,1991,8.1,38000,,,A young woman becomes the fourth concubine of a wealthy man and soon realizes there's fierce competition for his attention and the associated privileges.,https://www.imdb.com/title/tt0101640/?ref_=sr_t_344
Chak De! India,tt0871510,2007,8.1,92000,,,"Kabir Khan, the coach of the Indian Women's National Hockey Team, dreams of making his all-girls team emerge victorious against all odds.",https://www.imdb.com/title/tt0871510/?ref_=sr_t_345
Ugetsu,tt0046478,1953,8.1,28000,,,"A tale of ambition, family, love, and war set in the midst of the Japanese Civil Wars of the sixteenth century.",https://www.imdb.com/title/tt0046478/?ref_=sr_t_346
Jean de Florette,tt0091288,1986,8.1,29000,,,A greedy landowner and his backward nephew conspire to block the only water source for an adjoining property in order to bankrupt the owner and force him to sell.,https://www.imdb.com/title/tt0091288/?ref_=sr_t_347
Masaan,tt4635372,2015,8.1,35000,,,"Along India's Ganges River, four people face prejudice, a strict moral code and a punishing caste system as they confront personal tragedies.",https://www.imdb.com/title/tt4635372/?ref_=sr_t_348
Rang De Basanti,tt0405508,2006,8.1,126000,,,"The story of six young Indians who assist an English woman to film a documentary on the freedom fighters from their past, and the events that lead them to relive the long-forgotten saga of freedom.",https://www.imdb.com/title/tt0405508/?ref_=sr_t_349
A Short Film About Love,tt0095467,1988,8.1,28000,,,"A naive inexperienced young man spies on a woman who lives across the courtyard, and falls in love with her. He starts using tricks which he hopes will lead to them meeting.",https://www.imdb.com/title/tt0095467/?ref_=sr_t_350
Article 15,tt10324144,2019,8.1,41000,,,"In the rural heartlands of India, an upright police officer sets out on a crusade against violent caste-based crimes and discrimination.",https://www.imdb.com/title/tt10324144/?ref_=sr_t_351
The Circus,tt0018773,1928,8.1,38000,,,The Tramp finds work and the girl of his dreams at a circus.,https://www.imdb.com/title/tt0018773/?ref_=sr_t_352
OMG: Oh My God!,tt2283748,2012,8.1,71000,,,A shopkeeper takes God to court when his shop is destroyed by an earthquake.,https://www.imdb.com/title/tt2283748/?ref_=sr_t_353
Queen,tt3322420,2013,8.1,71000,,,A Delhi girl from a traditional family sets out on a solo honeymoon after her marriage gets cancelled.,https://www.imdb.com/title/tt3322420/?ref_=sr_t_354
Udaan,tt1639426,2010,8.1,50000,,,"Expelled from his school, a 16-year old boy returns home to his abusive and oppressive father.",https://www.imdb.com/title/tt1639426/?ref_=sr_t_355
Everything's Gonna Be Great,tt0263438,1998,8.1,30000,,,Two mismatched brothers hit the road after one steals drugs from the other's pharmacy and angers the mob. Their chaotic escape turns into an unexpected chance to repair their relationship.,https://www.imdb.com/title/tt0263438/?ref_=sr_t_356
Tangerines,tt2991224,2013,8.1,52000,,,"In 1992, war rages in Abkhazia, a breakaway region of Georgia. An Estonian man, Ivo, has decided to stay behind and harvest his crops of tangerines. In a bloody conflict at his door, a wounded man is left behind, and Ivo takes him in.",https://www.imdb.com/title/tt2991224/?ref_=sr_t_357
Scrooge,tt0044008,1951,8.1,29000,,,"Ebenezer Scrooge, a curmudgeonly, miserly businessman, has no time for sentimentality and largely views Christmas as a waste of time. However, this Christmas Eve, he will be visited by three spirits who will show him the error of his ways.",https://www.imdb.com/title/tt0044008/?ref_=sr_t_358
Sarfarosh,tt0200087,1999,8.1,29000,,,"After his brother is killed and father severely injured by terrorists, a young med student quits his studies to join the Indian Police Service to wipe out the terrorists.",https://www.imdb.com/title/tt0200087/?ref_=sr_t_359
Black,tt0375611,2005,8.1,37000,,,"Michelle, a disabled girl who can't see, hear, or speak, suffering in a world that has given up on her. But when the teacher Debraj enters her life, he becomes a ray of hope that she might pursue her passions and have a normal life.",https://www.imdb.com/title/tt0375611/?ref_=sr_t_360
Jo Jeeta Wohi Sikandar,tt0104561,1992,8.1,28000,,,"A rich brat and a poor chap try to woo a girl, with their rivalry culminating in the most prestigious college event - the marathon cycle race.",https://www.imdb.com/title/tt0104561/?ref_=sr_t_361
Anand,tt0066763,1971,8.1,37000,,,"The story of a terminally ill man who wishes to live life to the fullest before the inevitable occurs, as told by his best friend.",https://www.imdb.com/title/tt0066763/?ref_=sr_t_362
Dune: Part One,tt1160419,2021,8.0,1000000,,,"Paul Atreides arrives on Arrakis after his father accepts the stewardship of the dangerous planet. However, chaos ensues after a betrayal as forces clash to control melange, a precious resource.",https://www.imdb.com/title/tt1160419/?ref_=sr_t_363
The Martian,tt3659388,2015,8.0,1000000,,,"An astronaut becomes stranded on Mars after his team assumes him dead, and must rely on his ingenuity to find a way to signal to Earth that he is alive and can survive until a potential rescue.",https://www.imdb.com/title/tt3659388/?ref_=sr_t_364
The Princess Bride,tt0093779,1987,8.0,485000,,,"A bedridden boy's grandfather reads him the story of a farmboy-turned-pirate who encounters numerous obstacles, enemies and allies in his quest to be reunited with his true love.",https://www.imdb.com/title/tt0093779/?ref_=sr_t_365
Blade Runner 2049,tt1856101,2017,8.0,750000,,,"Young Blade Runner K's discovery of a long-buried secret leads him to track down former Blade Runner Rick Deckard, who's been missing for thirty years.",https://www.imdb.com/title/tt1856101/?ref_=sr_t_366
Zootropolis,tt2948356,2016,8.0,632000,,,"In a city of anthropomorphic animals, a rookie bunny cop and a cynical con artist fox must work together to uncover a conspiracy.",https://www.imdb.com/title/tt2948356/?ref_=sr_t_367
La La Land,tt3783958,2016,8.0,759000,,,"When Sebastian, a pianist, and Mia, an actress, follow their passion and achieve success in their respective fields, they find themselves torn between their love for each other and their careers.",https://www.imdb.com/title/tt3783958/?ref_=sr_t_368
Titanic,tt0120338,1997,8.0,1400000,,,"A seventeen-year-old aristocrat falls in love with a kind but poor artist aboard the luxurious, ill-fated R.M.S. Titanic.",https://www.imdb.com/title/tt0120338/?ref_=sr_t_369
Casino Royale,tt0381061,2006,8.0,742000,,,"After earning a licence to kill, secret agent James Bond sets out on his first mission as 007. Bond must defeat a private banker funding terrorists in a high-stakes game of poker at Casino Royale, in Montenegro.",https://www.imdb.com/title/tt0381061/?ref_=sr_t_370
Guardians of the Galaxy,tt2015381,2014,8.0,1400000,,,A group of intergalactic criminals must pull together to stop a fanatical warrior with plans to purge the universe.,https://www.imdb.com/title/tt2015381/?ref_=sr_t_371
